nohup: ignoring input
Namespace(adam_betas='(0.9, 0.997)', adam_eps=1e-09, adaptive_softmax_cutoff=None, amp=True, amp_level='O2', arch='transformer_wmt_en_de_big_t2t', attention_dropout=0.1, beam=4, bpe_codes=None, buffer_size=64, clip_norm=0.0, cpu=False, criterion='label_smoothed_cross_entropy', data='/data/wmt14_en_de_joined_dict', decoder_attention_heads=16, decoder_embed_dim=1024, decoder_embed_path=None, decoder_ffn_embed_dim=4096, decoder_layers=6, decoder_learned_pos=False, decoder_normalize_before=True, device_id=0, distributed_backend='nccl', distributed_init_method=None, distributed_port=-1, distributed_rank=0, distributed_world_size=1, do_sanity_check=False, dropout=0.1, enable_parallel_backward_allred_opt=False, enable_parallel_backward_allred_opt_correctness_check=False, encoder_attention_heads=16, encoder_embed_dim=1024, encoder_embed_path=None, encoder_ffn_embed_dim=4096, encoder_layers=6, encoder_learned_pos=False, encoder_normalize_before=True, fp16=False, fuse_dropout_add=False, fuse_layer_norm=True, fuse_relu_dropout=False, gen_subset='test', keep_interval_updates=-1, label_smoothing=0.1, left_pad_source=True, left_pad_target=False, lenpen=1, local_rank=0, log_interval=10, lr=[0.0006], lr_scheduler='inverse_sqrt', lr_shrink=0.1, max_epoch=1, max_len_a=0, max_len_b=200, max_positions=(1024, 1024), max_sentences=None, max_sentences_valid=None, max_source_positions=1024, max_target_positions=1024, max_tokens=5120, max_update=0, min_len=1, min_loss_scale=0.0001, min_lr=0.0, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_epoch_checkpoints=True, no_save=False, no_token_positional_embeddings=False, num_shards=1, online_eval=False, optimizer='adam', pad_sequence=1, parallel_backward_allred_opt_threshold=0, path=None, prefix_size=0, print_alignment=False, profile=False, profiler_file=None, profiler_steps=100, quiet=False, raw_text=False, relu_dropout=0.1, remove_bpe=None, replace_unk=None, restore_file='checkpoint_last.pt', sampling=False, sampling_temperature=1, sampling_topk=-1, save_dir='/results', save_interval=1, save_interval_updates=0, save_predictions=False, score_reference=False, seed=1, sentence_avg=False, sentencepiece=False, shard_id=0, share_all_embeddings=True, share_decoder_input_output_embed=False, skip_invalid_size_inputs_valid_test=False, source_lang=None, stat_file='/results/run_log.json', target_bleu=0.0, target_lang=None, test_cased_bleu=False, train_subset='train', unkpen=0, unnormalized=False, update_freq=[1], valid_subset='valid', validate_interval=1, warmup_init_lr=0.0, warmup_updates=4000, weight_decay=0.0)
| [en] dictionary: 33712 types
| [de] dictionary: 33712 types
| /data/wmt14_en_de_joined_dict train 4575637 examples
| /data/wmt14_en_de_joined_dict valid 3000 examples
| /data/wmt14_en_de_joined_dict test 3003 examples
| num. model params: 210808832
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
| model transformer_wmt_en_de_big_t2t, criterion LabelSmoothedCrossEntropyCriterion
| training on 1 GPUs
| max tokens per GPU = 5120 and max sentences per GPU = None
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 8192.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 4096.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 2048.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 1024.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 512.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 256.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 128.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 64.0
Transformer | epoch 0 | step 10 |avg loss 16.126 |avg tokens 4746.000 |tokens/s 35038.571 |walltime 12.191 |
Transformer | epoch 0 | step 1610 |avg loss 9.375 |avg tokens 4300.400 |tokens/s 32759.204 |walltime 231.412 |
Transformer | epoch 0 | step 1620 |avg loss 9.007 |avg tokens 4232.900 |tokens/s 31383.322 |walltime 232.761 |
Transformer | epoch 0 | step 1630 |avg loss 8.846 |avg tokens 4570.000 |tokens/s 32881.085 |walltime 234.151 |
Transformer | epoch 0 | step 1640 |avg loss 9.243 |avg tokens 4848.400 |tokens/s 36209.602 |walltime 235.490 |
Transformer | epoch 0 | step 1650 |avg loss 8.983 |avg tokens 4497.100 |tokens/s 32279.773 |walltime 236.883 |
Transformer | epoch 0 | step 1660 |avg loss 9.032 |avg tokens 4492.200 |tokens/s 33233.399 |walltime 238.235 |
Transformer | epoch 0 | step 1670 |avg loss 8.858 |avg tokens 4453.700 |tokens/s 32450.211 |walltime 239.607 |
Transformer | epoch 0 | step 1680 |avg loss 8.843 |avg tokens 4243.300 |tokens/s 31947.867 |walltime 240.935 |
Transformer | epoch 0 | step 1690 |avg loss 9.009 |avg tokens 4299.500 |tokens/s 31036.814 |walltime 242.321 |
Transformer | epoch 0 | step 1700 |avg loss 8.372 |avg tokens 4318.700 |tokens/s 31934.493 |walltime 243.673 |
Transformer | epoch 0 | step 1710 |avg loss 9.384 |avg tokens 4495.800 |tokens/s 33432.547 |walltime 245.018 |
Transformer | epoch 0 | step 1720 |avg loss 9.066 |avg tokens 4581.900 |tokens/s 33788.315 |walltime 246.374 |
Transformer | epoch 0 | step 1730 |avg loss 9.198 |avg tokens 4460.300 |tokens/s 33758.617 |walltime 247.695 |
Transformer | epoch 0 | step 1740 |avg loss 8.846 |avg tokens 4639.400 |tokens/s 33750.010 |walltime 249.070 |
Transformer | epoch 0 | step 1750 |avg loss 8.389 |avg tokens 4440.200 |tokens/s 31012.164 |walltime 250.502 |
Transformer | epoch 0 | step 1760 |avg loss 8.794 |avg tokens 4516.800 |tokens/s 33170.144 |walltime 251.863 |
Transformer | epoch 0 | step 1770 |avg loss 9.018 |avg tokens 4522.000 |tokens/s 33697.826 |walltime 253.205 |
Transformer | epoch 0 | step 1780 |avg loss 8.996 |avg tokens 4501.000 |tokens/s 32585.303 |walltime 254.586 |
Transformer | epoch 0 | step 1790 |avg loss 9.172 |avg tokens 4117.000 |tokens/s 31761.249 |walltime 255.883 |
Transformer | epoch 0 | step 1800 |avg loss 8.527 |avg tokens 4558.700 |tokens/s 32183.146 |walltime 257.299 |
Transformer | epoch 0 | step 1810 |avg loss 9.026 |avg tokens 4614.500 |tokens/s 33958.940 |walltime 258.658 |
Transformer | epoch 0 | step 1820 |avg loss 8.675 |avg tokens 4472.500 |tokens/s 33527.721 |walltime 259.992 |
Transformer | epoch 0 | step 1830 |avg loss 8.932 |avg tokens 4461.200 |tokens/s 33113.280 |walltime 261.339 |
Transformer | epoch 0 | step 1840 |avg loss 8.660 |avg tokens 4369.700 |tokens/s 31720.443 |walltime 262.717 |
Transformer | epoch 0 | step 1850 |avg loss 8.720 |avg tokens 4823.600 |tokens/s 34585.173 |walltime 264.112 |
Transformer | epoch 0 | step 1860 |avg loss 8.484 |avg tokens 4683.200 |tokens/s 33101.316 |walltime 265.526 |
Transformer | epoch 0 | step 1870 |avg loss 9.073 |avg tokens 4443.800 |tokens/s 34893.113 |walltime 266.800 |
Transformer | epoch 0 | step 1880 |avg loss 8.815 |avg tokens 4682.600 |tokens/s 33882.464 |walltime 268.182 |
Transformer | epoch 0 | step 1890 |avg loss 8.678 |avg tokens 4498.200 |tokens/s 33251.079 |walltime 269.535 |
Transformer | epoch 0 | step 1900 |avg loss 8.352 |avg tokens 4576.800 |tokens/s 32924.035 |walltime 270.925 |
Transformer | epoch 0 | step 1910 |avg loss 8.127 |avg tokens 4909.700 |tokens/s 33876.966 |walltime 272.374 |
Transformer | epoch 0 | step 1920 |avg loss 8.689 |avg tokens 4542.900 |tokens/s 33518.232 |walltime 273.729 |
Transformer | epoch 0 | step 1930 |avg loss 8.434 |avg tokens 4310.000 |tokens/s 31194.560 |walltime 275.111 |
Transformer | epoch 0 | step 1940 |avg loss 8.534 |avg tokens 4631.200 |tokens/s 33105.689 |walltime 276.510 |
Transformer | epoch 0 | step 1950 |avg loss 8.670 |avg tokens 4509.200 |tokens/s 33644.493 |walltime 277.850 |
Transformer | epoch 0 | step 1960 |avg loss 8.420 |avg tokens 4483.900 |tokens/s 32649.596 |walltime 279.224 |
Transformer | epoch 0 | step 1970 |avg loss 8.113 |avg tokens 4791.100 |tokens/s 32415.623 |walltime 280.702 |
Transformer | epoch 0 | step 1980 |avg loss 9.095 |avg tokens 4380.000 |tokens/s 33130.124 |walltime 282.024 |
Transformer | epoch 0 | step 1990 |avg loss 8.388 |avg tokens 4672.000 |tokens/s 33311.430 |walltime 283.426 |
Transformer | epoch 0 | step 2000 |avg loss 8.486 |avg tokens 4797.000 |tokens/s 34360.600 |walltime 284.822 |
Transformer | epoch 0 | step 2010 |avg loss 8.171 |avg tokens 4725.900 |tokens/s 34628.583 |walltime 286.187 |
Transformer | epoch 0 | step 2020 |avg loss 8.122 |avg tokens 4814.000 |tokens/s 33731.050 |walltime 287.614 |
Transformer | epoch 0 | step 2030 |avg loss 8.055 |avg tokens 4819.800 |tokens/s 34453.098 |walltime 289.013 |
Transformer | epoch 0 | step 2040 |avg loss 8.678 |avg tokens 4704.800 |tokens/s 34568.674 |walltime 290.374 |
Transformer | epoch 0 | step 2050 |avg loss 8.512 |avg tokens 4561.100 |tokens/s 33809.340 |walltime 291.723 |
Transformer | epoch 0 | step 2060 |avg loss 8.102 |avg tokens 4978.400 |tokens/s 35326.729 |walltime 293.133 |
Transformer | epoch 0 | step 2070 |avg loss 8.600 |avg tokens 4304.400 |tokens/s 31737.176 |walltime 294.489 |
Transformer | epoch 0 | step 2080 |avg loss 8.197 |avg tokens 4396.100 |tokens/s 32339.155 |walltime 295.848 |
Transformer | epoch 0 | step 2090 |avg loss 8.153 |avg tokens 4608.100 |tokens/s 33178.925 |walltime 297.237 |
Transformer | epoch 0 | step 2100 |avg loss 8.528 |avg tokens 4488.200 |tokens/s 33128.190 |walltime 298.592 |
Transformer | epoch 0 | step 2110 |avg loss 8.745 |avg tokens 4167.900 |tokens/s 31933.857 |walltime 299.897 |
Transformer | epoch 0 | step 2120 |avg loss 8.121 |avg tokens 4437.600 |tokens/s 31807.171 |walltime 301.292 |
Transformer | epoch 0 | step 2130 |avg loss 8.385 |avg tokens 4524.900 |tokens/s 32950.924 |walltime 302.665 |
Transformer | epoch 0 | step 2140 |avg loss 8.299 |avg tokens 4858.100 |tokens/s 34230.189 |walltime 304.085 |
Transformer | epoch 0 | step 2150 |avg loss 8.655 |avg tokens 4491.400 |tokens/s 33855.816 |walltime 305.411 |
Transformer | epoch 0 | step 2160 |avg loss 8.318 |avg tokens 4675.100 |tokens/s 34407.212 |walltime 306.770 |
Transformer | epoch 0 | step 2170 |avg loss 8.376 |avg tokens 4459.400 |tokens/s 32708.943 |walltime 308.133 |
Transformer | epoch 0 | step 2180 |avg loss 8.313 |avg tokens 4088.200 |tokens/s 31019.347 |walltime 309.451 |
Transformer | epoch 0 | step 2190 |avg loss 8.036 |avg tokens 4880.600 |tokens/s 32846.162 |walltime 310.937 |
Transformer | epoch 0 | step 2200 |avg loss 8.406 |avg tokens 4615.800 |tokens/s 33746.403 |walltime 312.305 |
Transformer | epoch 0 | step 2210 |avg loss 7.841 |avg tokens 4213.400 |tokens/s 30084.656 |walltime 313.706 |
Transformer | epoch 0 | step 2220 |avg loss 8.294 |avg tokens 4809.100 |tokens/s 34516.298 |walltime 315.099 |
Transformer | epoch 0 | step 2230 |avg loss 7.755 |avg tokens 4847.200 |tokens/s 33652.713 |walltime 316.539 |
Transformer | epoch 0 | step 2240 |avg loss 7.905 |avg tokens 4871.200 |tokens/s 34969.990 |walltime 317.932 |
Transformer | epoch 0 | step 2250 |avg loss 7.781 |avg tokens 4487.800 |tokens/s 31500.850 |walltime 319.357 |
Transformer | epoch 0 | step 2260 |avg loss 7.634 |avg tokens 4374.500 |tokens/s 30105.686 |walltime 320.810 |
Transformer | epoch 0 | step 2270 |avg loss 8.269 |avg tokens 4482.900 |tokens/s 31474.004 |walltime 322.234 |
Transformer | epoch 0 | step 2280 |avg loss 7.950 |avg tokens 4619.200 |tokens/s 32114.390 |walltime 323.673 |
Transformer | epoch 0 | step 2290 |avg loss 7.941 |avg tokens 4869.600 |tokens/s 34127.827 |walltime 325.099 |
Transformer | epoch 0 | step 2300 |avg loss 8.123 |avg tokens 4270.100 |tokens/s 31544.024 |walltime 326.453 |
Transformer | epoch 0 | step 2310 |avg loss 8.163 |avg tokens 4845.700 |tokens/s 35150.439 |walltime 327.832 |
Transformer | epoch 0 | step 2320 |avg loss 8.365 |avg tokens 3956.200 |tokens/s 29406.734 |walltime 329.177 |
Transformer | epoch 0 | step 2330 |avg loss 8.393 |avg tokens 4580.200 |tokens/s 33870.141 |walltime 330.529 |
Transformer | epoch 0 | step 2340 |avg loss 8.414 |avg tokens 3958.800 |tokens/s 29516.318 |walltime 331.871 |
Transformer | epoch 0 | step 2350 |avg loss 8.193 |avg tokens 4497.200 |tokens/s 32695.095 |walltime 333.246 |
Transformer | epoch 0 | step 2360 |avg loss 8.143 |avg tokens 4488.300 |tokens/s 33657.540 |walltime 334.580 |
Transformer | epoch 0 | step 2370 |avg loss 7.613 |avg tokens 4794.400 |tokens/s 34347.426 |walltime 335.975 |
Transformer | epoch 0 | step 2380 |avg loss 8.002 |avg tokens 4752.000 |tokens/s 33539.001 |walltime 337.392 |
Transformer | epoch 0 | step 2390 |avg loss 8.041 |avg tokens 4304.100 |tokens/s 30262.708 |walltime 338.815 |
Transformer | epoch 0 | step 2400 |avg loss 8.026 |avg tokens 4257.000 |tokens/s 31389.358 |walltime 340.171 |
Transformer | epoch 0 | step 2410 |avg loss 7.873 |avg tokens 4707.900 |tokens/s 34204.251 |walltime 341.547 |
Transformer | epoch 0 | step 2420 |avg loss 7.938 |avg tokens 4799.400 |tokens/s 34823.597 |walltime 342.925 |
Transformer | epoch 0 | step 2430 |avg loss 8.522 |avg tokens 4149.300 |tokens/s 31745.835 |walltime 344.232 |
Transformer | epoch 0 | step 2440 |avg loss 7.590 |avg tokens 4544.300 |tokens/s 32075.235 |walltime 345.649 |
Transformer | epoch 0 | step 2450 |avg loss 7.795 |avg tokens 4848.400 |tokens/s 33993.205 |walltime 347.076 |
Transformer | epoch 0 | step 2460 |avg loss 8.234 |avg tokens 4652.000 |tokens/s 34952.151 |walltime 348.406 |
Transformer | epoch 0 | step 2470 |avg loss 7.248 |avg tokens 4695.100 |tokens/s 33390.542 |walltime 349.813 |
Transformer | epoch 0 | step 2480 |avg loss 8.235 |avg tokens 4430.800 |tokens/s 33232.125 |walltime 351.146 |
Transformer | epoch 0 | step 2490 |avg loss 7.872 |avg tokens 4577.000 |tokens/s 33708.692 |walltime 352.504 |
Transformer | epoch 0 | step 2500 |avg loss 8.159 |avg tokens 4749.400 |tokens/s 35782.446 |walltime 353.831 |
Transformer | epoch 0 | step 2510 |avg loss 7.633 |avg tokens 4614.400 |tokens/s 32243.205 |walltime 355.262 |
Transformer | epoch 0 | step 2520 |avg loss 7.584 |avg tokens 4528.500 |tokens/s 31773.106 |walltime 356.687 |
Transformer | epoch 0 | step 2530 |avg loss 7.509 |avg tokens 4942.600 |tokens/s 35740.372 |walltime 358.070 |
Transformer | epoch 0 | step 2540 |avg loss 8.352 |avg tokens 4209.700 |tokens/s 31289.904 |walltime 359.416 |
Transformer | epoch 0 | step 2550 |avg loss 7.797 |avg tokens 4218.800 |tokens/s 30715.591 |walltime 360.789 |
Transformer | epoch 0 | step 2560 |avg loss 7.981 |avg tokens 4196.600 |tokens/s 31893.721 |walltime 362.105 |
Transformer | epoch 0 | step 2570 |avg loss 8.450 |avg tokens 4717.000 |tokens/s 34909.646 |walltime 363.456 |
Transformer | epoch 0 | step 2580 |avg loss 8.080 |avg tokens 4259.000 |tokens/s 31154.977 |walltime 364.823 |
Transformer | epoch 0 | step 2590 |avg loss 7.697 |avg tokens 4557.600 |tokens/s 33330.875 |walltime 366.191 |
Transformer | epoch 0 | step 2600 |avg loss 7.990 |avg tokens 4531.900 |tokens/s 32950.274 |walltime 367.566 |
Transformer | epoch 0 | step 2610 |avg loss 8.172 |avg tokens 4809.800 |tokens/s 35167.471 |walltime 368.934 |
Transformer | epoch 0 | step 2620 |avg loss 7.490 |avg tokens 4689.500 |tokens/s 32758.264 |walltime 370.365 |
Transformer | epoch 0 | step 2630 |avg loss 7.590 |avg tokens 4837.000 |tokens/s 34670.630 |walltime 371.760 |
Transformer | epoch 0 | step 2640 |avg loss 7.495 |avg tokens 4858.600 |tokens/s 35449.313 |walltime 373.131 |
Transformer | epoch 0 | step 2650 |avg loss 7.535 |avg tokens 4916.600 |tokens/s 34870.433 |walltime 374.541 |
Transformer | epoch 0 | step 2660 |avg loss 7.889 |avg tokens 4636.300 |tokens/s 34221.673 |walltime 375.896 |
Transformer | epoch 0 | step 2670 |avg loss 7.533 |avg tokens 4866.200 |tokens/s 34540.100 |walltime 377.305 |
Transformer | epoch 0 | step 2680 |avg loss 7.830 |avg tokens 4668.700 |tokens/s 34887.919 |walltime 378.643 |
Transformer | epoch 0 | step 2690 |avg loss 7.486 |avg tokens 4719.500 |tokens/s 32859.344 |walltime 380.079 |
Transformer | epoch 0 | step 2700 |avg loss 6.972 |avg tokens 4715.200 |tokens/s 33239.218 |walltime 381.498 |
Transformer | epoch 0 | step 2710 |avg loss 8.274 |avg tokens 4519.100 |tokens/s 34766.434 |walltime 382.798 |
Transformer | epoch 0 | step 2720 |avg loss 7.951 |avg tokens 4620.000 |tokens/s 33938.052 |walltime 384.159 |
Transformer | epoch 0 | step 2730 |avg loss 7.713 |avg tokens 4460.700 |tokens/s 32929.884 |walltime 385.513 |
Transformer | epoch 0 | step 2740 |avg loss 7.332 |avg tokens 4468.000 |tokens/s 32346.095 |walltime 386.895 |
Transformer | epoch 0 | step 2750 |avg loss 7.626 |avg tokens 4680.800 |tokens/s 32972.895 |walltime 388.314 |
Transformer | epoch 0 | step 2760 |avg loss 7.051 |avg tokens 4638.400 |tokens/s 32336.052 |walltime 389.749 |
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 16.0
Transformer | epoch 0 | step 2770 |avg loss 7.931 |avg tokens 4048.100 |tokens/s 31358.904 |walltime 391.040 |
Transformer | epoch 0 | step 2780 |avg loss 7.093 |avg tokens 4778.100 |tokens/s 34109.005 |walltime 392.441 |
Transformer | epoch 0 | step 2790 |avg loss 8.213 |avg tokens 3867.800 |tokens/s 29065.350 |walltime 393.771 |
Transformer | epoch 0 | step 2800 |avg loss 8.368 |avg tokens 4538.000 |tokens/s 34155.619 |walltime 395.100 |
Transformer | epoch 0 | step 2810 |avg loss 8.258 |avg tokens 4381.000 |tokens/s 32895.748 |walltime 396.432 |
Transformer | epoch 0 | step 2820 |avg loss 7.887 |avg tokens 4419.200 |tokens/s 30584.038 |walltime 397.877 |
Transformer | epoch 0 | step 2830 |avg loss 7.609 |avg tokens 4910.600 |tokens/s 35902.030 |walltime 399.244 |
Transformer | epoch 0 | step 2840 |avg loss 7.111 |avg tokens 4520.400 |tokens/s 32068.476 |walltime 400.654 |
Transformer | epoch 0 | step 2850 |avg loss 7.169 |avg tokens 4584.200 |tokens/s 32399.969 |walltime 402.069 |
Transformer | epoch 0 | step 2860 |avg loss 7.508 |avg tokens 4672.600 |tokens/s 34072.400 |walltime 403.440 |
Transformer | epoch 0 | step 2870 |avg loss 8.167 |avg tokens 4281.600 |tokens/s 32470.528 |walltime 404.759 |
Transformer | epoch 0 | step 2880 |avg loss 7.708 |avg tokens 4483.200 |tokens/s 32676.675 |walltime 406.131 |
Transformer | epoch 0 | step 2890 |avg loss 7.530 |avg tokens 4717.300 |tokens/s 34102.619 |walltime 407.514 |
Transformer | epoch 0 | step 2900 |avg loss 7.137 |avg tokens 4648.500 |tokens/s 33343.547 |walltime 408.908 |
Transformer | epoch 0 | step 2910 |avg loss 7.919 |avg tokens 4441.700 |tokens/s 32659.298 |walltime 410.268 |
Transformer | epoch 0 | step 2920 |avg loss 7.457 |avg tokens 4958.700 |tokens/s 36156.479 |walltime 411.640 |
Transformer | epoch 0 | step 2930 |avg loss 7.436 |avg tokens 4812.300 |tokens/s 33924.556 |walltime 413.058 |
Transformer | epoch 0 | step 2940 |avg loss 7.072 |avg tokens 4592.800 |tokens/s 32267.930 |walltime 414.482 |
Transformer | epoch 0 | step 2950 |avg loss 7.826 |avg tokens 4451.900 |tokens/s 32418.681 |walltime 415.855 |
Transformer | epoch 0 | step 2960 |avg loss 7.419 |avg tokens 4556.400 |tokens/s 33337.415 |walltime 417.222 |
Transformer | epoch 0 | step 2970 |avg loss 7.328 |avg tokens 4738.000 |tokens/s 33381.255 |walltime 418.641 |
Transformer | epoch 0 | step 2980 |avg loss 7.796 |avg tokens 4520.100 |tokens/s 33684.822 |walltime 419.983 |
Transformer | epoch 0 | step 2990 |avg loss 7.350 |avg tokens 4483.200 |tokens/s 32648.642 |walltime 421.356 |
Transformer | epoch 0 | step 3000 |avg loss 7.114 |avg tokens 4767.100 |tokens/s 33806.731 |walltime 422.766 |
Transformer | epoch 0 | step 3010 |avg loss 8.015 |avg tokens 4051.600 |tokens/s 30483.761 |walltime 424.095 |
Transformer | epoch 0 | step 3020 |avg loss 7.407 |avg tokens 4708.000 |tokens/s 34186.289 |walltime 425.472 |
Transformer | epoch 0 | step 3030 |avg loss 7.735 |avg tokens 4462.500 |tokens/s 33275.468 |walltime 426.813 |
Transformer | epoch 0 | step 3040 |avg loss 8.014 |avg tokens 4632.900 |tokens/s 34140.011 |walltime 428.171 |
Transformer | epoch 0 | step 3050 |avg loss 7.157 |avg tokens 4756.600 |tokens/s 32456.709 |walltime 429.636 |
Transformer | epoch 0 | step 3060 |avg loss 7.096 |avg tokens 4733.800 |tokens/s 34275.017 |walltime 431.017 |
Transformer | epoch 0 | step 3070 |avg loss 7.658 |avg tokens 3856.500 |tokens/s 29607.535 |walltime 432.320 |
Transformer | epoch 0 | step 3080 |avg loss 7.368 |avg tokens 4400.200 |tokens/s 31204.605 |walltime 433.730 |
Transformer | epoch 0 | step 3090 |avg loss 6.836 |avg tokens 4792.600 |tokens/s 33407.813 |walltime 435.164 |
Transformer | epoch 0 | step 3100 |avg loss 6.803 |avg tokens 4781.700 |tokens/s 34391.868 |walltime 436.555 |
Transformer | epoch 0 | step 3110 |avg loss 6.582 |avg tokens 4752.800 |tokens/s 32056.115 |walltime 438.037 |
Transformer | epoch 0 | step 3120 |avg loss 7.675 |avg tokens 4234.800 |tokens/s 31688.885 |walltime 439.374 |
Transformer | epoch 0 | step 3130 |avg loss 7.573 |avg tokens 4025.100 |tokens/s 29714.967 |walltime 440.728 |
Transformer | epoch 0 | step 3140 |avg loss 7.778 |avg tokens 4137.600 |tokens/s 31505.319 |walltime 442.042 |
Transformer | epoch 0 | step 3150 |avg loss 6.823 |avg tokens 4786.500 |tokens/s 33850.115 |walltime 443.456 |
Transformer | epoch 0 | step 3160 |avg loss 7.023 |avg tokens 4760.600 |tokens/s 34356.453 |walltime 444.841 |
Transformer | epoch 0 | step 3170 |avg loss 7.599 |avg tokens 4462.700 |tokens/s 32761.347 |walltime 446.204 |
Transformer | epoch 0 | step 3180 |avg loss 7.854 |avg tokens 4450.100 |tokens/s 33395.225 |walltime 447.536 |
Transformer | epoch 0 | step 3190 |avg loss 7.985 |avg tokens 3842.800 |tokens/s 30069.988 |walltime 448.814 |
Transformer | epoch 0 | step 3200 |avg loss 7.287 |avg tokens 4288.300 |tokens/s 31142.476 |walltime 450.191 |
Transformer | epoch 0 | step 3210 |avg loss 7.237 |avg tokens 4634.700 |tokens/s 33636.890 |walltime 451.569 |
Transformer | epoch 0 | step 3220 |avg loss 6.952 |avg tokens 4686.100 |tokens/s 32797.921 |walltime 452.998 |
Transformer | epoch 0 | step 3230 |avg loss 7.531 |avg tokens 4234.700 |tokens/s 32440.934 |walltime 454.303 |
Transformer | epoch 0 | step 3240 |avg loss 7.860 |avg tokens 4545.400 |tokens/s 34359.268 |walltime 455.626 |
Transformer | epoch 0 | step 3250 |avg loss 7.103 |avg tokens 4806.800 |tokens/s 34032.915 |walltime 457.038 |
Transformer | epoch 0 | step 3260 |avg loss 7.277 |avg tokens 4752.200 |tokens/s 34622.551 |walltime 458.411 |
Transformer | epoch 0 | step 3270 |avg loss 7.522 |avg tokens 4409.400 |tokens/s 33359.393 |walltime 459.733 |
Transformer | epoch 0 | step 3280 |avg loss 6.787 |avg tokens 4706.300 |tokens/s 33375.253 |walltime 461.143 |
Transformer | epoch 0 | step 3290 |avg loss 6.642 |avg tokens 4719.900 |tokens/s 32835.231 |walltime 462.580 |
Transformer | epoch 0 | step 3300 |avg loss 7.541 |avg tokens 4489.000 |tokens/s 34013.844 |walltime 463.900 |
Transformer | epoch 0 | step 3310 |avg loss 7.674 |avg tokens 4264.300 |tokens/s 32162.838 |walltime 465.226 |
Transformer | epoch 0 | step 3320 |avg loss 7.795 |avg tokens 4098.600 |tokens/s 30844.632 |walltime 466.555 |
Transformer | epoch 0 | step 3330 |avg loss 6.995 |avg tokens 4858.800 |tokens/s 34510.329 |walltime 467.963 |
Transformer | epoch 0 | step 3340 |avg loss 7.839 |avg tokens 4445.100 |tokens/s 34616.481 |walltime 469.247 |
Transformer | epoch 0 | step 3350 |avg loss 6.933 |avg tokens 4368.500 |tokens/s 31556.629 |walltime 470.631 |
Transformer | epoch 0 | step 3360 |avg loss 7.044 |avg tokens 4671.500 |tokens/s 32886.412 |walltime 472.052 |
Transformer | epoch 0 | step 3370 |avg loss 7.356 |avg tokens 4650.600 |tokens/s 33556.556 |walltime 473.438 |
Transformer | epoch 0 | step 3380 |avg loss 7.533 |avg tokens 4269.000 |tokens/s 31649.809 |walltime 474.786 |
Transformer | epoch 0 | step 3390 |avg loss 7.253 |avg tokens 4604.400 |tokens/s 34398.886 |walltime 476.125 |
Transformer | epoch 0 | step 3400 |avg loss 7.210 |avg tokens 4721.500 |tokens/s 34003.528 |walltime 477.513 |
Transformer | epoch 0 | step 3410 |avg loss 7.375 |avg tokens 4245.100 |tokens/s 31176.693 |walltime 478.875 |
Transformer | epoch 0 | step 3420 |avg loss 7.515 |avg tokens 4493.800 |tokens/s 33424.157 |walltime 480.220 |
Transformer | epoch 0 | step 3430 |avg loss 7.273 |avg tokens 4389.600 |tokens/s 32660.503 |walltime 481.564 |
Transformer | epoch 0 | step 3440 |avg loss 7.081 |avg tokens 4570.700 |tokens/s 33195.097 |walltime 482.940 |
Transformer | epoch 0 | step 3450 |avg loss 6.626 |avg tokens 4399.500 |tokens/s 29810.251 |walltime 484.416 |
Transformer | epoch 0 | step 3460 |avg loss 6.934 |avg tokens 4854.500 |tokens/s 33558.176 |walltime 485.863 |
Transformer | epoch 0 | step 3470 |avg loss 7.238 |avg tokens 4634.500 |tokens/s 34211.566 |walltime 487.218 |
Transformer | epoch 0 | step 3480 |avg loss 7.880 |avg tokens 4730.900 |tokens/s 35686.212 |walltime 488.543 |
Transformer | epoch 0 | step 3490 |avg loss 7.124 |avg tokens 4415.000 |tokens/s 31414.186 |walltime 489.949 |
Transformer | epoch 0 | step 3500 |avg loss 7.123 |avg tokens 4884.900 |tokens/s 35511.490 |walltime 491.324 |
Transformer | epoch 0 | step 3510 |avg loss 6.737 |avg tokens 4468.800 |tokens/s 31805.516 |walltime 492.729 |
